Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Borgo Valsugana",PM10,2013-12-17,5,29,µg/mc
"Borgo Valsugana",PM10,2013-12-17,6,29,µg/mc
"Borgo Valsugana",PM10,2013-12-17,7,27,µg/mc
"Borgo Valsugana",PM10,2013-12-17,8,32,µg/mc
"Borgo Valsugana",PM10,2013-12-17,9,47,µg/mc
"Borgo Valsugana",PM10,2013-12-17,10,51,µg/mc
"Borgo Valsugana",PM10,2013-12-17,11,47,µg/mc
"Borgo Valsugana",PM10,2013-12-17,12,30,µg/mc
"Borgo Valsugana",PM10,2013-12-17,13,21,µg/mc
"Borgo Valsugana",PM10,2013-12-17,14,25,µg/mc
"Borgo Valsugana",PM10,2013-12-17,15,57,µg/mc
"Borgo Valsugana",PM10,2013-12-17,16,84,µg/mc
"Borgo Valsugana",PM10,2013-12-17,17,93,µg/mc
"Borgo Valsugana",PM10,2013-12-17,18,52,µg/mc
